Videos,Shot_Boundary,Duration,Entropy,Average_Intensities,Average_Intensities_30,Average_Intensities_60,Optical_Flow,Funny,Average_Memorability,Topics,Average_Hue,Exciting,Median_Hue,Sentiments,Entropy,Optical_Flow,Exciting,Funny,Average_Memorability,Language,Topics,Average_Hue,Median_Hue,Sentiments,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat,Effectiveness,,,
7pOoSe2K5DU,20,33,0.967294779,0.460816622,0.426081829,0.43511676,1510588.119,0.8,0.725980452,3,"[0.34430097038815516, 0.3924265122715754, 0.42058298319327725]",1,"[0.3302721088435374, 0.3862745098039216, 0.4107843137254902]",6,0.967294779,1510588.119,1,0.8,0.725980452,0,3,"[0.34430097038815516, 0.3924265122715754, 0.42058298319327725]","[0.3302721088435374, 0.3862745098039216, 0.4107843137254902]",6,83,0,0,0,0,0,1,0,1,0,2,,,
7QBgCfKfXqQ,12,119,0.47165375,0.096217198,0.143390565,0.108955192,541276.845,0.4,0.723108094,36,"[0.09159349197195239, 0.09375318101096662, 0.10129567840207994]",0.4,"[0.09819300269127258, 0.09962102488054045, 0.09952216180589883]",13,0.47165375,541276.845,0.4,0.4,0.723108094,1,36,"[0.09159349197195239, 0.09375318101096662, 0.10129567840207994]","[0.09819300269127258, 0.09962102488054045, 0.09952216180589883]",13,110,1,0,0,0,0,0,0,0,0,5,,,
7sVGB2_zARY,27,45,0.970950594,0.411632833,0.411745064,0.410590297,1293766.453,0.8,0.724384544,18,"[0.005264763722598183, 0.3289323775232807, 0.46319661345364116]",0.6,"[0.001665799062988027, 0.32908207530799927, 0.4638209266007288]",6,0.970950594,1293766.453,0.6,0.8,0.724384544,0,18,"[0.005264763722598183, 0.3289323775232807, 0.46319661345364116]","[0.001665799062988027, 0.32908207530799927, 0.4638209266007288]",6,90,0,0,0,0,0,0,1,1,0,3,,,
7t2mi19DcmE,33,69,0.998635964,0.074852877,0.277098738,0.193479834,810169.6034,0,0.724125082,21,"[0.0, 0.0, 0.0]",1,"[0.0, 0.0, 0.0]",5,0.998635964,810169.6034,1,0,0.724125082,1,21,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5,156,0,0,0,0,0,0,1,0,1,4,,,
7T3J4n_PJaI,28,82,0.926212213,0.385466581,0.391058366,0.381785314,699566.3078,0.2,0.724615012,27,"[0.5283954049099315, 0.5271704626972741, 0.5218070500557945]",0.4,"[0.5402598437749084, 0.5374860513311016, 0.5308305435995537]",5,0.926212213,699566.3078,0.4,0.2,0.724615012,1,27,"[0.5283954049099315, 0.5271704626972741, 0.5218070500557945]","[0.5402598437749084, 0.5374860513311016, 0.5308305435995537]",5,110,0,0,0,1,0,0,0,0,0,5,,,
7UjqLfjsfMk,9,30,0.881290899,0.245151533,0.322693007,0.298168694,889625.7033,0.8,0.724255217,3,"[0.10459758533042847, 0.10493409586056648, 0.105319535221496]",0.4,"[0.07721132897603486, 0.07762527233115468, 0.07851851851851852]",6,0.881290899,889625.7033,0.4,0.8,0.724255217,1,3,"[0.10459758533042847, 0.10493409586056648, 0.105319535221496]","[0.07721132897603486, 0.07762527233115468, 0.07851851851851852]",6,83,0,1,0,0,0,0,0,0,0,5,,,
7vCet60rr_s,14,33,0.98337619,0.50016795,0.518125078,0.523297925,1175198.098,0.8,0.725565079,14,"[0.6753588449268595, 0.6842350898692812, 0.6821031746031746]",0.6,"[0.719140989729225, 0.7333099906629319, 0.7361111111111112]",6,0.98337619,1175198.098,0.6,0.8,0.725565079,1,14,"[0.6753588449268595, 0.6842350898692812, 0.6821031746031746]","[0.719140989729225, 0.7333099906629319, 0.7361111111111112]",6,172,0,0,0,0,0,1,0,0,0,5,,,
7VCYBtx6h4g,5,30,0.650022422,0.484625481,0.501691172,0.48510071,1155082.852,0.2,0.724555171,9,"[0.6849006445170661, 0.6827687908496731, 0.6788572984749454]",0.8,"[0.7098474945533769, 0.7063398692810458, 0.700239651416122]",1,0.650022422,1155082.852,0.8,0.2,0.724555171,1,9,"[0.6849006445170661, 0.6827687908496731, 0.6788572984749454]","[0.7098474945533769, 0.7063398692810458, 0.700239651416122]",1,96,1,0,0,0,0,0,0,0,1,5,,,
7w_AT2sHBss,24,31,0.770629069,0.418417898,0.422819194,0.44125073,1131170.3,0.2,0.725352534,21,"[0.3770644335511983, 0.3848653594771241, 0.39386116557734213]",0.4,"[0.3649934640522876, 0.36933333333333335, 0.3744575163398693]",5,0.770629069,1131170.3,0.4,0.2,0.725352534,1,21,"[0.3770644335511983, 0.3848653594771241, 0.39386116557734213]","[0.3649934640522876, 0.36933333333333335, 0.3744575163398693]",5,141,0,0,0,1,0,0,0,0,1,5,,,
7X_6k8CjdVI,3,30,0.468995594,0.441869982,0.554933188,0.512875262,458462.1875,0.8,0.725111314,16,"[0.3992400326797385, 0.391465522875817, 0.3851421568627451]",0.6,"[0.33856209150326794, 0.3373333333333333, 0.3342483660130719]",6,0.468995594,458462.1875,0.6,0.8,0.725111314,1,16,"[0.3992400326797385, 0.391465522875817, 0.3851421568627451]","[0.33856209150326794, 0.3373333333333333, 0.3342483660130719]",6,99,1,0,0,0,0,0,0,0,0,4,,,
7ZbLntTvV8o,25,31,0.708835673,0.355456493,0.386245859,0.396749551,2263829.056,0.4,0.724574585,21,"[0.32838778507857036, 0.3285972482964817, 0.33051683528021136]",0.6,"[0.28281184814351273, 0.2837088026700042, 0.2858781810596579]",5,0.708835673,2263829.056,0.6,0.4,0.724574585,1,21,"[0.32838778507857036, 0.3285972482964817, 0.33051683528021136]","[0.28281184814351273, 0.2837088026700042, 0.2858781810596579]",5,80,0,0,0,1,0,0,0,0,0,5,,,
7ZOKDqjqbX0,35,79,0.990617497,0.432726698,0.488925697,0.440592258,1284668.305,0.4,0.726227881,1,"[0.42780317373863136, 0.4297013867275304, 0.43179770982467064]",0.8,"[0.36976864820002076, 0.3700902583255524, 0.3715634401908912]",14,0.990617497,1284668.305,0.8,0.4,0.726227881,1,1,"[0.42780317373863136, 0.4297013867275304, 0.43179770982467064]","[0.36976864820002076, 0.3700902583255524, 0.3715634401908912]",14,97,0,0,0,0,0,0,1,1,1,5,,,
7ZvOqYVs2ao,18,57,0.899743759,0.242171315,0.307097675,0.332856611,616518.0356,1,0.724657018,6,"[0.0034932681649657914, 0.004834666322669421, 0.014235943890226635]",0.2,"[0.0008026602453847035, 0.00392156862745098, 0.013094828574704735]",6,0.899743759,616518.0356,0.2,1,0.724657018,1,6,"[0.0034932681649657914, 0.004834666322669421, 0.014235943890226635]","[0.0008026602453847035, 0.00392156862745098, 0.013094828574704735]",6,149,0,0,0,0,1,0,0,1,0,3,,,
8-p0CxW87pg,54,76,0.868040399,0.482808023,0.534713937,0.516309739,1011786.916,0.8,0.725839941,8,"[0.5900977167182663, 0.5867066563467495, 0.5825567380460953]",0.6,"[0.6071207430340557, 0.6021981424148607, 0.5942311661506708]",6,0.868040399,1011786.916,0.6,0.8,0.725839941,1,8,"[0.5900977167182663, 0.5867066563467495, 0.5825567380460953]","[0.6071207430340557, 0.6021981424148607, 0.5942311661506708]",6,108,0,0,0,0,1,0,0,1,0,1,,,
80S3N-QnpZk,17,33,0.999337504,0.573108689,0.433179373,0.511433371,976437.9398,0.6,0.725460127,21,"[0.7252047079248373, 0.7279353553921575, 0.7297587316176471]",0.6,"[0.759656862745098, 0.7640686274509804, 0.7663725490196079]",1,0.999337504,976437.9398,0.6,0.6,0.725460127,1,21,"[0.7252047079248373, 0.7279353553921575, 0.7297587316176471]","[0.759656862745098, 0.7640686274509804, 0.7663725490196079]",1,155,0,1,0,0,0,0,0,0,0,1,,,
82kYQ7j7X2s,20,62,0.907165768,0.070929765,0.108269885,0.10642988,506799.6379,0.4,0.722856497,34,"[0.0, 0.0, 0.0]",0.6,"[0.0, 0.0, 0.0]",14,0.907165768,506799.6379,0.6,0.4,0.722856497,1,34,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",14,152,0,0,1,0,0,0,0,1,0,5,,,
82n1PX1hVEY,51,91,0.989434022,0.360925062,0.377566593,0.353232431,1533140.878,0.6,0.723846125,25,"[0.40407161608515985, 0.5112444432429838, 0.5097219669117642]",0.8,"[0.44328143021914646, 0.505997693194925, 0.5025951557093425]",6,0.989434022,1533140.878,0.8,0.6,0.723846125,1,25,"[0.40407161608515985, 0.5112444432429838, 0.5097219669117642]","[0.44328143021914646, 0.505997693194925, 0.5025951557093425]",6,109,0,0,0,0,1,0,0,1,0,5,,,
83_ceB0TsiY,39,110,0.93806215,0.342208786,0.340445127,0.304167225,786835.2538,0.8,0.725791548,7,"[0.42662103386809275, 0.4280791740938799, 0.427228683897802]",0.8,"[0.4292762923351159, 0.42930481283422456, 0.42767914438502674]",6,0.93806215,786835.2538,0.8,0.8,0.725791548,1,7,"[0.42662103386809275, 0.4280791740938799, 0.427228683897802]","[0.4292762923351159, 0.42930481283422456, 0.42767914438502674]",6,140,0,0,1,0,0,0,0,1,0,5,,,
83nS4EGKU04,13,31,0.981152234,0.671303516,0.647054925,0.657310797,2981175.926,0.4,0.724692512,10,"[0.7998484145910617, 0.7950526077548135, 0.7904468071012187]",0.8,"[0.8378378378378378, 0.8334658187599364, 0.8288023317435081]",4,0.981152234,2981175.926,0.8,0.4,0.724692512,1,10,"[0.7998484145910617, 0.7950526077548135, 0.7904468071012187]","[0.8378378378378378, 0.8334658187599364, 0.8288023317435081]",4,108,1,0,0,0,0,0,0,1,1,5,,,
86IpU3g-S8Q,2,20,0.468995594,0.535758142,0.581733255,0.547624413,386994.2278,0.8,0.724649087,8,"[0.5944680691721135, 0.594318287037037, 0.5932275326797387]",0.2,"[0.5438562091503268, 0.5417320261437909, 0.5379084967320261]",6,0.468995594,386994.2278,0.2,0.8,0.724649087,1,8,"[0.5944680691721135, 0.594318287037037, 0.5932275326797387]","[0.5438562091503268, 0.5417320261437909, 0.5379084967320261]",6,117,1,0,0,0,0,0,0,1,1,5,,,
88KNf0MtU14,43,68,0.948848294,0.131491686,0.210831343,0.17200868,1397775.67,0.6,0.723881009,21,"[0.0055619633474304825, 0.0055619633474304825, 0.0055619633474304825]",0.8,"[0.00530565167243368, 0.00530565167243368, 0.00530565167243368]",1,0.948848294,1397775.67,0.8,0.6,0.723881009,1,21,"[0.0055619633474304825, 0.0055619633474304825, 0.0055619633474304825]","[0.00530565167243368, 0.00530565167243368, 0.00530565167243368]",1,137,1,0,0,0,0,0,0,0,0,3,,,
893HhPM_0ks,12,30,0.970950594,0.068339428,0.116222694,0.087808783,767316.7079,0.6,0.72270847,9,"[0.07974700136464845, 0.08007420275802629, 0.08034372082166202]",0.6,"[0.0550743374272786, 0.056173238526179704, 0.056108597285067875]",4,0.970950594,767316.7079,0.6,0.6,0.72270847,1,9,"[0.07974700136464845, 0.08007420275802629, 0.08034372082166202]","[0.0550743374272786, 0.056173238526179704, 0.056108597285067875]",4,99,0,1,0,0,0,0,0,0,0,3,,,
8Bc0WjTT0Ps,22,32,0.896038233,0.143511481,0.176140021,0.161571143,1540020.122,0.6,0.723876554,6,"[0.024351426334422662, 0.11142824925108931, 0.11753884974128544]",0.6,"[0.010641339869281044, 0.06207107843137255, 0.0704452614379085]",6,0.896038233,1540020.122,0.6,0.6,0.723876554,1,6,"[0.024351426334422662, 0.11142824925108931, 0.11753884974128544]","[0.010641339869281044, 0.06207107843137255, 0.0704452614379085]",6,112,1,0,0,0,0,0,0,0,0,3,,,
8BCIOFSym9s,62,92,0.910878379,0.45131838,0.485572718,0.454727023,725848.4754,0.6,0.725822536,3,"[0.40832351832135566, 0.4086766554283855, 0.4095671413361725]",0.8,"[0.3697276195546092, 0.37734007630201405, 0.3843137254901961]",5,0.910878379,725848.4754,0.8,0.6,0.725822536,1,3,"[0.40832351832135566, 0.4086766554283855, 0.4095671413361725]","[0.3697276195546092, 0.37734007630201405, 0.3843137254901961]",5,136,0,0,1,0,0,0,0,1,0,5,,,
8eA24a6ohjs,18,30,0.970950594,0.356780309,0.411559929,0.379329895,956918.0676,0.4,0.723845208,17,"[0.004524727668845321, 0.0036539215686274534, 0.07639090413943356]",0.6,"[0.002352941176470588, 0.000522875816993464, 0.07508496732026144]",24,0.970950594,956918.0676,0.6,0.4,0.723845208,1,17,"[0.004524727668845321, 0.0036539215686274534, 0.07639090413943356]","[0.002352941176470588, 0.000522875816993464, 0.07508496732026144]",24,124,0,0,0,1,0,0,0,1,0,3,,,
8EtGkNVD320,35,33,0,0.118777478,0.172034116,0.131451923,1795294.432,0.4,0.72304621,21,"[0.05521522413679276, 0.05594139928698751, 0.056930085165379285]",1,"[0.026024955436720145, 0.02632204396910279, 0.026619132501485444]",5,0,1795294.432,1,0.4,0.72304621,1,21,"[0.05521522413679276, 0.05594139928698751, 0.056930085165379285]","[0.026024955436720145, 0.02632204396910279, 0.026619132501485444]",5,110,0,0,0,0,1,0,0,1,0,3,,,
8fs2Yh1PFwM,11,94,0.520737569,0.224080744,0.375295225,0.268598288,332365.8111,0.4,0.724015188,21,"[0.22428185695081812, 0.22672071281231165, 0.22496077272516574]",0.8,"[0.21885690446391323, 0.2203240161312752, 0.21831455986649978]",5,0.520737569,332365.8111,0.8,0.4,0.724015188,1,21,"[0.22428185695081812, 0.22672071281231165, 0.22496077272516574]","[0.21885690446391323, 0.2203240161312752, 0.21831455986649978]",5,111,0,0,1,0,0,0,0,1,0,5,,,
8FYJKrHNeqI,10,16,0.954434003,0.419419633,0.607448677,0.543584759,652627.7948,1,0.726664406,1,"[0.0024009603841536617, 0.0024009603841536617, 0.0024009603841536617]",0.8,"[0.0024009603841536617, 0.0024009603841536617, 0.0024009603841536617]",6,0.954434003,652627.7948,0.8,1,0.726664406,1,1,"[0.0024009603841536617, 0.0024009603841536617, 0.0024009603841536617]","[0.0024009603841536617, 0.0024009603841536617, 0.0024009603841536617]",6,136,1,0,0,0,0,0,0,0,0,3,,,
8hDtBVP3U4Q,17,107,0.631619818,0.422718863,0.387541631,0.398605805,1200420.945,0.8,0.724595392,26,"[0.4368629359843627, 0.4373572170301145, 0.438180713354916]",0.4,"[0.45005192107995845, 0.45041842282084177, 0.4509987172439069]",6,0.631619818,1200420.945,0.4,0.8,0.724595392,0,26,"[0.4368629359843627, 0.4373572170301145, 0.438180713354916]","[0.45005192107995845, 0.45041842282084177, 0.4509987172439069]",6,178,1,0,0,0,0,0,0,1,1,4,,,
8IkS1oXvhVM,57,87,0.929363626,0.200473703,0.226890124,0.22117082,1545087.86,0.4,0.723962816,10,"[0.1767612463645747, 0.1772419629733872, 0.17788646918097378]",1,"[0.1596585045501454, 0.1615911436344873, 0.16115958345060513]",1,0.929363626,1545087.86,1,0.4,0.723962816,1,10,"[0.1767612463645747, 0.1772419629733872, 0.17788646918097378]","[0.1596585045501454, 0.1615911436344873, 0.16115958345060513]",1,128,0,0,0,0,1,0,0,0,0,5,,,
8iXdsvgpwc8,42,120,0.934068055,0.192415834,0.283056519,0.283322957,799659.1733,0.2,0.724360011,9,"[0.0, 0.0, 0.0]",0.4,"[0.0, 0.0, 0.0]",25,0.934068055,799659.1733,0.4,0.2,0.724360011,1,9,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",25,111,0,0,0,0,1,0,0,1,0,5,,,
8N9gSS_HRcE,12,40,0.881290899,0.275753135,0.297130984,0.322374703,1295769.825,0.8,0.724525342,11,"[0.00010893246187363835, 0.00010893246187363835, 0.00010566448801742921]",0.2,"[0.0, 0.0, 0.0]",6,0.881290899,1295769.825,0.2,0.8,0.724525342,1,11,"[0.00010893246187363835, 0.00010893246187363835, 0.00010566448801742921]","[0.0, 0.0, 0.0]",6,120,0,0,0,0,0,0,1,0,0,5,,,
8nG_wVxO7EM,9,40,0.769192829,0.361301886,0.219965919,0.352434837,465059.8018,1,0.725962183,15,"[0.5246888191040305, 0.5274365553513071, 0.5337454469635077]",0.6,"[0.5254289215686274, 0.5267769607843137, 0.5342116013071896]",6,0.769192829,465059.8018,0.6,1,0.725962183,1,15,"[0.5246888191040305, 0.5274365553513071, 0.5337454469635077]","[0.5254289215686274, 0.5267769607843137, 0.5342116013071896]",6,153,1,0,0,0,0,0,0,1,0,3,,,
8Ozc-h-29M0,34,61,0.990479974,0.367188117,0.42888868,0.429489923,1316149.581,0.4,0.725198487,1,"[0.3343650953532098, 0.33362219088548645, 0.3313718495389022]",0.8,"[0.3044453397797475, 0.3035589578297072, 0.3016116035455278]",5,0.990479974,1316149.581,0.8,0.4,0.725198487,1,1,"[0.3343650953532098, 0.33362219088548645, 0.3313718495389022]","[0.3044453397797475, 0.3035589578297072, 0.3016116035455278]",5,150,1,0,0,0,0,0,0,0,0,5,,,
8pmw5CAc3rk,10,30,0.918295834,0.337834563,0.418403661,0.364307611,667383.5609,0,0.724129517,37,"[0.4728618304205739, 0.4741161817988064, 0.475394554560955]",0.4,"[0.5345694799658994, 0.5363597612958226, 0.5381287297527707]",15,0.918295834,667383.5609,0.4,0,0.724129517,1,37,"[0.4728618304205739, 0.4741161817988064, 0.475394554560955]","[0.5345694799658994, 0.5363597612958226, 0.5381287297527707]",15,126,0,0,0,1,0,0,0,1,0,5,,,
8QRs0ejxjEc,11,30,0.948078244,0.362486864,0.49181069,0.468948996,483627.4683,0.8,0.725078884,8,"[0.0016001849457731804, 0.0007349798893916545, 0.0015399429002370178]",0.8,"[0.0, 0.0, 0.0]",1,0.948078244,483627.4683,0.8,0.8,0.725078884,1,8,"[0.0016001849457731804, 0.0007349798893916545, 0.0015399429002370178]","[0.0, 0.0, 0.0]",1,93,0,0,0,0,0,1,0,0,0,3,,,
8sjUcp0UQI0,3,82,0.226410948,0.605824078,0.725187522,0.669483514,1605840.277,0.2,0.725130899,25,"[0.5508782514355266, 0.5510160322563574, 0.5512742286523246]",0.6,"[0.553131698023339, 0.5533936651583711, 0.5537032626815908]",14,0.226410948,1605840.277,0.6,0.2,0.725130899,1,25,"[0.5508782514355266, 0.5510160322563574, 0.5512742286523246]","[0.553131698023339, 0.5533936651583711, 0.5537032626815908]",14,90,0,0,1,0,0,0,0,1,0,5,,,
8Suu84khNGY,6,66,0.439496987,0.298775041,0.354344486,0.378735896,1137789.777,0.2,0.724266513,30,"[0.22533211400137942, 0.22488044799159201, 0.22379986123427598]",0.4,"[0.2056163168785102, 0.20619765494137351, 0.20576411469110256]",13,0.439496987,1137789.777,0.4,0.2,0.724266513,1,30,"[0.22533211400137942, 0.22488044799159201, 0.22379986123427598]","[0.2056163168785102, 0.20619765494137351, 0.20576411469110256]",13,152,1,0,0,0,0,0,0,0,1,5,,,
8tEsxbCl21E,41,59,0.887417927,0.362903194,0.408196457,0.380900687,1555538.888,0.8,0.724598376,26,"[0.39811055260145495, 0.3970876260108564, 0.39561117573206295]",1,"[0.3585465824747978, 0.35807023374321484, 0.35744987260440897]",6,0.887417927,1555538.888,1,0.8,0.724598376,1,26,"[0.39811055260145495, 0.3970876260108564, 0.39561117573206295]","[0.3585465824747978, 0.35807023374321484, 0.35744987260440897]",6,139,0,0,0,0,1,0,0,0,0,3,,,
8uK-mCxVl84,7,76,0.443458145,0.388043088,0.559658186,0.573517897,714935.1001,0.2,0.725488537,1,"[0.03137254901960784, 0.03137254901960784, 0.03137254901960784]",0.4,"[0.03137254901960784, 0.03137254901960784, 0.03137254901960784]",21,0.443458145,714935.1001,0.4,0.2,0.725488537,1,1,"[0.03137254901960784, 0.03137254901960784, 0.03137254901960784]","[0.03137254901960784, 0.03137254901960784, 0.03137254901960784]",21,135,1,0,0,0,0,0,0,1,1,5,,,
8VdG8eCxors,24,62,0.962900415,0.305854776,0.414092562,0.393516612,846750.6297,0.4,0.725051861,1,"[0.06339862656774413, 0.06339862656774413, 0.06339862656774413]",0.8,"[0.0642501324854266, 0.0642501324854266, 0.0642501324854266]",14,0.962900415,846750.6297,0.8,0.4,0.725051861,0,1,"[0.06339862656774413, 0.06339862656774413, 0.06339862656774413]","[0.0642501324854266, 0.0642501324854266, 0.0642501324854266]",14,90,0,0,0,0,0,1,0,1,1,3,,,
8Z9hWVZ_BiM,34,62,0.99323382,0.193184827,0.288996315,0.288084282,1130146.433,0.2,0.724321798,25,"[0.0007590132827324478, 0.0007590132827324478, 0.0007590132827324478]",0.4,"[0.0007590132827324478, 0.0007590132827324478, 0.0007590132827324478]",3,0.99323382,1130146.433,0.4,0.2,0.724321798,0,25,"[0.0007590132827324478, 0.0007590132827324478, 0.0007590132827324478]","[0.0007590132827324478, 0.0007590132827324478, 0.0007590132827324478]",3,142,0,0,0,1,0,0,0,1,0,5,,,
8zOgbkg6Akw,27,45,0.970950594,0.244173413,0.260388857,0.270290501,1499611.849,0.2,0.723545355,24,"[0.2487054921471076, 0.2648062384157643, 0.26761444005462875]",0.2,"[0.2093356745683348, 0.21817383669885865, 0.22152472929470293]",8,0.970950594,1499611.849,0.2,0.2,0.723545355,1,24,"[0.2487054921471076, 0.2648062384157643, 0.26761444005462875]","[0.2093356745683348, 0.21817383669885865, 0.22152472929470293]",8,164,0,0,1,0,0,0,0,1,0,5,,,
8zTDbpxT8ZI,2,64,0.200622324,0.299450615,0.427961548,0.349593786,469110.0267,0.2,0.7240942,8,"[0.2766667730460239, 0.2774982766544116, 0.27859515420751635]",0.4,"[0.15760825163398692, 0.1586703431372549, 0.160171568627451]",4,0.200622324,469110.0267,0.4,0.2,0.7240942,1,8,"[0.2766667730460239, 0.2774982766544116, 0.27859515420751635]","[0.15760825163398692, 0.1586703431372549, 0.160171568627451]",4,123,1,0,0,0,0,0,0,1,1,3,,,
90fRlMQTdSs,7,31,0.770629069,0.179754844,0.253857953,0.235034268,1255866.669,0.8,0.723772758,19,"[0.0230275824097755, 0.023254653310599605, 0.023452019394714398]",0.2,"[0.019053708439897697, 0.0193307757885763, 0.019224211423699917]",9,0.770629069,1255866.669,0.2,0.8,0.723772758,1,19,"[0.0230275824097755, 0.023254653310599605, 0.023452019394714398]","[0.019053708439897697, 0.0193307757885763, 0.019224211423699917]",9,108,0,0,0,1,0,0,0,0,1,3,,,
913xrM9FYpI,23,31,0.823811633,0.337907703,0.246381477,0.267056533,2869704.936,0.4,0.724900052,21,"[0.500729009552539, 0.4912875502765209, 0.4676474254231607]",0.6,"[0.4502262443438914, 0.4382855706385118, 0.412569130216189]",1,0.823811633,2869704.936,0.6,0.4,0.724900052,1,21,"[0.500729009552539, 0.4912875502765209, 0.4676474254231607]","[0.4502262443438914, 0.4382855706385118, 0.412569130216189]",1,96,1,0,0,0,0,0,0,1,1,3,,,
95QcBNJN984,64,81,0.741246691,0.25383064,0.317432965,0.29387902,1365660.77,0.4,0.724494973,25,"[0.0007886211415259179, 0.0005995801786060959, 0.0008460735779460296]",0.6,"[0.0, 0.0, 0.0]",9,0.741246691,1365660.77,0.6,0.4,0.724494973,1,25,"[0.0007886211415259179, 0.0005995801786060959, 0.0008460735779460296]","[0.0, 0.0, 0.0]",9,123,0,0,1,0,0,0,0,0,0,3,,,
98BIu9dpwHU,21,79,0.835406525,0.450376774,0.587879134,0.544334399,1290662.408,0,0.725385348,28,"[0.3438529796735449, 0.3457858749957227, 0.34693969647195716]",0.8,"[0.3583410327481778, 0.3607740478390309, 0.3613592033672108]",15,0.835406525,1290662.408,0.8,0,0.725385348,-1,28,"[0.3438529796735449, 0.3457858749957227, 0.34693969647195716]","[0.3583410327481778, 0.3607740478390309, 0.3613592033672108]",15,124,0,0,1,0,0,0,0,0,0,5,,,
99iAONlvpbw,27,111,0.800392208,0.539946162,0.483276865,0.504096352,872920.2727,0.8,0.725385652,26,"[0.575082602017086, 0.5746168698440673, 0.5746286198624264]",0.8,"[0.5978996842182566, 0.5965924946757729, 0.5961739002717191]",6,0.800392208,872920.2727,0.8,0.8,0.725385652,0,26,"[0.575082602017086, 0.5746168698440673, 0.5746286198624264]","[0.5978996842182566, 0.5965924946757729, 0.5961739002717191]",6,95,1,0,0,0,0,0,0,0,0,5,,,
9cLZQ_2ITLI,55,70,0.749595257,0.131274711,0.189815541,0.138739619,974652.9186,0.2,0.723260428,8,"[0.15060107376283843, 0.1507608154372861, 0.15103748443821982]",0.4,"[0.11488328664799252, 0.11471521942110177, 0.11488328664799252]",14,0.749595257,974652.9186,0.4,0.2,0.723260428,1,8,"[0.15060107376283843, 0.1507608154372861, 0.15103748443821982]","[0.11488328664799252, 0.11471521942110177, 0.11488328664799252]",14,120,0,0,0,1,0,0,0,1,1,5,,,
