Video,Shot_Boundary,Video,Duration,Video,Shot_Boundary,Video.1,Duration,Video.2,Entropy,Video.3,Average_Intensities_60,Video.4,Optical_Flow,Video.5,Funny,Video.6,Average_Memorability,Video.7,Language,Video.8,Topics,Video.9,Average_Intensities,Video.10,Average_Intensities_30,Video.11,Average_Hue,Video.12,Exciting,Video.13,Median_Hue,Video.14,Effectiveness,Video.15,Sentiments,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments,NAME ,KEY,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat
AvBKlBhfgPc,35,7vMVNA8PY7A,16,AvBKlBhfgPc,35,7vMVNA8PY7A,16,AvBKlBhfgPc,0.995499385,7vMVNA8PY7A,0.251556518,7vMVNA8PY7A,1094707.686,7vMVNA8PY7A,0.8,7vMVNA8PY7A,0.723289438,95QcBNJN984,1,7vMVNA8PY7A,2,7vMVNA8PY7A,0.266513166,7vMVNA8PY7A,0.238955726,7vMVNA8PY7A,"[0.334936989379085, 0.3343628472222222, 0.3357368259803922]",7vMVNA8PY7A,0.6,7vMVNA8PY7A,"[0.2756372549019608, 0.27568627450980393, 0.27975490196078434]",7vMVNA8PY7A,5,7vMVNA8PY7A,6,AvBKlBhfgPc,0.995499385,7vMVNA8PY7A,0.251556518,7vMVNA8PY7A,1094707.686,7vMVNA8PY7A,0.8,7vMVNA8PY7A,0.723289438,95QcBNJN984,1,7vMVNA8PY7A,2,7vMVNA8PY7A,0.266513166,7vMVNA8PY7A,0.238955726,7vMVNA8PY7A,"[0.334936989379085, 0.3343628472222222, 0.3357368259803922]",7vMVNA8PY7A,0.6,7vMVNA8PY7A,"[0.2756372549019608, 0.27568627450980393, 0.27975490196078434]",7vMVNA8PY7A,5,7vMVNA8PY7A,6,D3KsGTIeO7A,C minor,104,0,0,1,0,0,0,0,0,0
Avez0XmOkNY,12,7w_AT2sHBss,31,Avez0XmOkNY,12,7w_AT2sHBss,31,Avez0XmOkNY,0.970950594,7w_AT2sHBss,0.44125073,7w_AT2sHBss,1131170.3,7w_AT2sHBss,0.2,7w_AT2sHBss,0.725352534,97z8WZXrCCo,1,7w_AT2sHBss,21,7w_AT2sHBss,0.418417898,7w_AT2sHBss,0.422819194,7w_AT2sHBss,"[0.3770644335511983, 0.3848653594771241, 0.39386116557734213]",7w_AT2sHBss,0.4,7w_AT2sHBss,"[0.3649934640522876, 0.36933333333333335, 0.3744575163398693]",7w_AT2sHBss,5,7w_AT2sHBss,5,Avez0XmOkNY,0.970950594,7w_AT2sHBss,0.44125073,7w_AT2sHBss,1131170.3,7w_AT2sHBss,0.2,7w_AT2sHBss,0.725352534,97z8WZXrCCo,1,7w_AT2sHBss,21,7w_AT2sHBss,0.418417898,7w_AT2sHBss,0.422819194,7w_AT2sHBss,"[0.3770644335511983, 0.3848653594771241, 0.39386116557734213]",7w_AT2sHBss,0.4,7w_AT2sHBss,"[0.3649934640522876, 0.36933333333333335, 0.3744575163398693]",7w_AT2sHBss,5,7w_AT2sHBss,5,d4m2LDCuADg,A minor,128,1,0,0,0,0,0,0,0,0
Avsp_UJ3mrY,8,7WbKzWdhx1o,15,Avsp_UJ3mrY,8,7WbKzWdhx1o,15,Avsp_UJ3mrY,0.554778163,7WbKzWdhx1o,0.323637185,7WbKzWdhx1o,1190286.366,7WbKzWdhx1o,0,7WbKzWdhx1o,0.724677064,98BIu9dpwHU,-1,7WbKzWdhx1o,1,7WbKzWdhx1o,0.296836654,7WbKzWdhx1o,0.35150952,7WbKzWdhx1o,"[0.35886313090050825, 0.3572137118736384, 0.354031862745098]",7WbKzWdhx1o,0.8,7WbKzWdhx1o,"[0.3284858387799564, 0.3272875816993464, 0.3264161220043573]",7WbKzWdhx1o,3,7WbKzWdhx1o,14,Avsp_UJ3mrY,0.554778163,7WbKzWdhx1o,0.323637185,7WbKzWdhx1o,1190286.366,7WbKzWdhx1o,0,7WbKzWdhx1o,0.724677064,98BIu9dpwHU,-1,7WbKzWdhx1o,1,7WbKzWdhx1o,0.296836654,7WbKzWdhx1o,0.35150952,7WbKzWdhx1o,"[0.35886313090050825, 0.3572137118736384, 0.354031862745098]",7WbKzWdhx1o,0.8,7WbKzWdhx1o,"[0.3284858387799564, 0.3272875816993464, 0.3264161220043573]",7WbKzWdhx1o,3,7WbKzWdhx1o,14,D5H1A7-6E_U,G# major,128,0,0,0,0,0,0,1,1,1
aw0OZ7wZm6U,31,7X_6k8CjdVI,30,aw0OZ7wZm6U,31,7X_6k8CjdVI,30,aw0OZ7wZm6U,0.824220921,7X_6k8CjdVI,0.512875262,7X_6k8CjdVI,458462.1875,7X_6k8CjdVI,0.8,7X_6k8CjdVI,0.725111314,99iAONlvpbw,0,7X_6k8CjdVI,16,7X_6k8CjdVI,0.441869982,7X_6k8CjdVI,0.554933188,7X_6k8CjdVI,"[0.3992400326797385, 0.391465522875817, 0.3851421568627451]",7X_6k8CjdVI,0.6,7X_6k8CjdVI,"[0.33856209150326794, 0.3373333333333333, 0.3342483660130719]",7X_6k8CjdVI,4,7X_6k8CjdVI,6,aw0OZ7wZm6U,0.824220921,7X_6k8CjdVI,0.512875262,7X_6k8CjdVI,458462.1875,7X_6k8CjdVI,0.8,7X_6k8CjdVI,0.725111314,99iAONlvpbw,0,7X_6k8CjdVI,16,7X_6k8CjdVI,0.441869982,7X_6k8CjdVI,0.554933188,7X_6k8CjdVI,"[0.3992400326797385, 0.391465522875817, 0.3851421568627451]",7X_6k8CjdVI,0.6,7X_6k8CjdVI,"[0.33856209150326794, 0.3373333333333333, 0.3342483660130719]",7X_6k8CjdVI,4,7X_6k8CjdVI,6,d5kW4pI_VQw,D major,100,0,0,0,1,0,0,0,1,0
AWp297iE6Iw,35,7X2m2WueNcU,60,AWp297iE6Iw,35,7X2m2WueNcU,60,AWp297iE6Iw,0.693127415,7X2m2WueNcU,0.571296824,7X2m2WueNcU,988764.6627,7X2m2WueNcU,0.8,7X2m2WueNcU,0.725278583,9Ac-PGCfxFE,1,7X2m2WueNcU,8,7X2m2WueNcU,0.455282812,7X2m2WueNcU,0.622982506,7X2m2WueNcU,"[0.6192688192175021, 0.5682294219771241, 0.5208373331971677]",7X2m2WueNcU,0.2,7X2m2WueNcU,"[0.7814542483660131, 0.6850081699346405, 0.5885212418300653]",7X2m2WueNcU,5,7X2m2WueNcU,14,AWp297iE6Iw,0.693127415,7X2m2WueNcU,0.571296824,7X2m2WueNcU,988764.6627,7X2m2WueNcU,0.8,7X2m2WueNcU,0.725278583,9Ac-PGCfxFE,1,7X2m2WueNcU,8,7X2m2WueNcU,0.455282812,7X2m2WueNcU,0.622982506,7X2m2WueNcU,"[0.6192688192175021, 0.5682294219771241, 0.5208373331971677]",7X2m2WueNcU,0.2,7X2m2WueNcU,"[0.7814542483660131, 0.6850081699346405, 0.5885212418300653]",7X2m2WueNcU,5,7X2m2WueNcU,14,D5l-H3fj8Rw,A# minor,95,1,0,0,0,0,0,0,0,1
awq90APEVgw,18,7XZKEK92JT4,30,awq90APEVgw,18,7XZKEK92JT4,30,awq90APEVgw,0.875195789,7XZKEK92JT4,0.413581228,7XZKEK92JT4,142035.8203,7XZKEK92JT4,0,7XZKEK92JT4,0.727361391,9cLZQ_2ITLI,1,7XZKEK92JT4,15,7XZKEK92JT4,0.673159978,7XZKEK92JT4,0.125516386,7XZKEK92JT4,"[1.0, 1.0, 1.0]",7XZKEK92JT4,0.6,7XZKEK92JT4,"[1.0, 1.0, 1.0]",7XZKEK92JT4,3,7XZKEK92JT4,2,awq90APEVgw,0.875195789,7XZKEK92JT4,0.413581228,7XZKEK92JT4,142035.8203,7XZKEK92JT4,0,7XZKEK92JT4,0.727361391,9cLZQ_2ITLI,1,7XZKEK92JT4,15,7XZKEK92JT4,0.673159978,7XZKEK92JT4,0.125516386,7XZKEK92JT4,"[1.0, 1.0, 1.0]",7XZKEK92JT4,0.6,7XZKEK92JT4,"[1.0, 1.0, 1.0]",7XZKEK92JT4,3,7XZKEK92JT4,2,D93S3UVU8pk,D major,156,0,0,0,1,0,0,0,1,0
axAmED7lqe4,14,7ZbLntTvV8o,31,axAmED7lqe4,14,7ZbLntTvV8o,31,axAmED7lqe4,0.699772222,7ZbLntTvV8o,0.396749551,7ZbLntTvV8o,2263829.056,7ZbLntTvV8o,0.4,7ZbLntTvV8o,0.724574585,9dgQ6AUYWCU,1,7ZbLntTvV8o,21,7ZbLntTvV8o,0.355456493,7ZbLntTvV8o,0.386245859,7ZbLntTvV8o,"[0.32838778507857036, 0.3285972482964817, 0.33051683528021136]",7ZbLntTvV8o,0.6,7ZbLntTvV8o,"[0.28281184814351273, 0.2837088026700042, 0.2858781810596579]",7ZbLntTvV8o,5,7ZbLntTvV8o,5,axAmED7lqe4,0.699772222,7ZbLntTvV8o,0.396749551,7ZbLntTvV8o,2263829.056,7ZbLntTvV8o,0.4,7ZbLntTvV8o,0.724574585,9dgQ6AUYWCU,1,7ZbLntTvV8o,21,7ZbLntTvV8o,0.355456493,7ZbLntTvV8o,0.386245859,7ZbLntTvV8o,"[0.32838778507857036, 0.3285972482964817, 0.33051683528021136]",7ZbLntTvV8o,0.6,7ZbLntTvV8o,"[0.28281184814351273, 0.2837088026700042, 0.2858781810596579]",7ZbLntTvV8o,5,7ZbLntTvV8o,5,daIrc6uBRkc,D major,165,0,0,0,1,0,0,0,1,0
axN-hs4slpY,9,7ZOKDqjqbX0,79,axN-hs4slpY,9,7ZOKDqjqbX0,79,axN-hs4slpY,0.609840305,7ZOKDqjqbX0,0.440592258,7ZOKDqjqbX0,1284668.305,7ZOKDqjqbX0,0.4,7ZOKDqjqbX0,0.726227881,9go38MgZ4w8,1,7ZOKDqjqbX0,1,7ZOKDqjqbX0,0.432726698,7ZOKDqjqbX0,0.488925697,7ZOKDqjqbX0,"[0.42780317373863136, 0.4297013867275304, 0.43179770982467064]",7ZOKDqjqbX0,0.8,7ZOKDqjqbX0,"[0.36976864820002076, 0.3700902583255524, 0.3715634401908912]",7ZOKDqjqbX0,5,7ZOKDqjqbX0,14,axN-hs4slpY,0.609840305,7ZOKDqjqbX0,0.440592258,7ZOKDqjqbX0,1284668.305,7ZOKDqjqbX0,0.4,7ZOKDqjqbX0,0.726227881,9go38MgZ4w8,1,7ZOKDqjqbX0,1,7ZOKDqjqbX0,0.432726698,7ZOKDqjqbX0,0.488925697,7ZOKDqjqbX0,"[0.42780317373863136, 0.4297013867275304, 0.43179770982467064]",7ZOKDqjqbX0,0.8,7ZOKDqjqbX0,"[0.36976864820002076, 0.3700902583255524, 0.3715634401908912]",7ZOKDqjqbX0,5,7ZOKDqjqbX0,14,dBVeiyPVWrU,F minor,119,0,0,0,0,0,1,0,0,0
axsqWbxZJGc,11,7ZvOqYVs2ao,57,axsqWbxZJGc,11,7ZvOqYVs2ao,57,axsqWbxZJGc,0.938315352,7ZvOqYVs2ao,0.332856611,7ZvOqYVs2ao,616518.0356,7ZvOqYVs2ao,1,7ZvOqYVs2ao,0.724657018,9grrfloJCgc,1,7ZvOqYVs2ao,6,7ZvOqYVs2ao,0.242171315,7ZvOqYVs2ao,0.307097675,7ZvOqYVs2ao,"[0.0034932681649657914, 0.004834666322669421, 0.014235943890226635]",7ZvOqYVs2ao,0.2,7ZvOqYVs2ao,"[0.0008026602453847035, 0.00392156862745098, 0.013094828574704735]",7ZvOqYVs2ao,3,7ZvOqYVs2ao,6,axsqWbxZJGc,0.938315352,7ZvOqYVs2ao,0.332856611,7ZvOqYVs2ao,616518.0356,7ZvOqYVs2ao,1,7ZvOqYVs2ao,0.724657018,9grrfloJCgc,1,7ZvOqYVs2ao,6,7ZvOqYVs2ao,0.242171315,7ZvOqYVs2ao,0.307097675,7ZvOqYVs2ao,"[0.0034932681649657914, 0.004834666322669421, 0.014235943890226635]",7ZvOqYVs2ao,0.2,7ZvOqYVs2ao,"[0.0008026602453847035, 0.00392156862745098, 0.013094828574704735]",7ZvOqYVs2ao,3,7ZvOqYVs2ao,6,dcNrh8FL3vE,E major,82,0,0,0,0,1,0,0,1,0
aYnA8TCzUvc,22,8-p0CxW87pg,76,aYnA8TCzUvc,22,8-p0CxW87pg,76,aYnA8TCzUvc,0.836640742,8-p0CxW87pg,0.516309739,8-p0CxW87pg,1011786.916,8-p0CxW87pg,0.8,8-p0CxW87pg,0.725839941,9gspElv1yvc,1,8-p0CxW87pg,8,8-p0CxW87pg,0.482808023,8-p0CxW87pg,0.534713937,8-p0CxW87pg,"[0.5900977167182663, 0.5867066563467495, 0.5825567380460953]",8-p0CxW87pg,0.6,8-p0CxW87pg,"[0.6071207430340557, 0.6021981424148607, 0.5942311661506708]",8-p0CxW87pg,1,8-p0CxW87pg,6,aYnA8TCzUvc,0.836640742,8-p0CxW87pg,0.516309739,8-p0CxW87pg,1011786.916,8-p0CxW87pg,0.8,8-p0CxW87pg,0.725839941,9gspElv1yvc,1,8-p0CxW87pg,8,8-p0CxW87pg,0.482808023,8-p0CxW87pg,0.534713937,8-p0CxW87pg,"[0.5900977167182663, 0.5867066563467495, 0.5825567380460953]",8-p0CxW87pg,0.6,8-p0CxW87pg,"[0.6071207430340557, 0.6021981424148607, 0.5942311661506708]",8-p0CxW87pg,1,8-p0CxW87pg,6,dcTjsBMIRU0,D# major,83,0,0,0,1,0,0,0,1,1
aySEdLaEDc8,0,80S3N-QnpZk,33,aySEdLaEDc8,0,80S3N-QnpZk,33,aySEdLaEDc8,0,80S3N-QnpZk,0.511433371,80S3N-QnpZk,976437.9398,80S3N-QnpZk,0.6,80S3N-QnpZk,0.725460127,9gY0FB9qZJg,1,80S3N-QnpZk,21,80S3N-QnpZk,0.573108689,80S3N-QnpZk,0.433179373,80S3N-QnpZk,"[0.7252047079248373, 0.7279353553921575, 0.7297587316176471]",80S3N-QnpZk,0.6,80S3N-QnpZk,"[0.759656862745098, 0.7640686274509804, 0.7663725490196079]",80S3N-QnpZk,1,80S3N-QnpZk,1,aySEdLaEDc8,0,80S3N-QnpZk,0.511433371,80S3N-QnpZk,976437.9398,80S3N-QnpZk,0.6,80S3N-QnpZk,0.725460127,9gY0FB9qZJg,1,80S3N-QnpZk,21,80S3N-QnpZk,0.573108689,80S3N-QnpZk,0.433179373,80S3N-QnpZk,"[0.7252047079248373, 0.7279353553921575, 0.7297587316176471]",80S3N-QnpZk,0.6,80S3N-QnpZk,"[0.759656862745098, 0.7640686274509804, 0.7663725490196079]",80S3N-QnpZk,1,80S3N-QnpZk,1,Dd_GSSQQGNY,C minor,109,0,0,1,0,0,0,0,0,0
azDtIqe-zzE,27,81ymFnvpfDc,80,azDtIqe-zzE,27,81ymFnvpfDc,80,azDtIqe-zzE,0.992774454,81ymFnvpfDc,0.133741426,81ymFnvpfDc,2411650.8,81ymFnvpfDc,0,81ymFnvpfDc,0.723682757,9HppFNyqVOI,1,81ymFnvpfDc,19,81ymFnvpfDc,0.12559209,81ymFnvpfDc,0.092443838,81ymFnvpfDc,"[0.09573607026143789, 0.0965578839869281, 0.09785249183006538]",81ymFnvpfDc,0.8,81ymFnvpfDc,"[0.09116666666666666, 0.09190196078431372, 0.09324509803921568]",81ymFnvpfDc,3,81ymFnvpfDc,5,azDtIqe-zzE,0.992774454,81ymFnvpfDc,0.133741426,81ymFnvpfDc,2411650.8,81ymFnvpfDc,0,81ymFnvpfDc,0.723682757,9HppFNyqVOI,1,81ymFnvpfDc,19,81ymFnvpfDc,0.12559209,81ymFnvpfDc,0.092443838,81ymFnvpfDc,"[0.09573607026143789, 0.0965578839869281, 0.09785249183006538]",81ymFnvpfDc,0.8,81ymFnvpfDc,"[0.09116666666666666, 0.09190196078431372, 0.09324509803921568]",81ymFnvpfDc,3,81ymFnvpfDc,5,dDTBnsqxZ3k,A# minor,96,1,0,0,0,0,0,0,0,1
azJEx1URHsI,78,82-H6MZnT44,61,azJEx1URHsI,78,82-H6MZnT44,61,azJEx1URHsI,0.852405179,82-H6MZnT44,0.36276313,82-H6MZnT44,1068146.15,82-H6MZnT44,0.2,82-H6MZnT44,0.724062576,9Id_r6pNsus,1,82-H6MZnT44,18,82-H6MZnT44,0.319055068,82-H6MZnT44,0.367984619,82-H6MZnT44,"[0.3626372381144239, 0.3622677724057661, 0.3619987521264212]",82-H6MZnT44,0.4,82-H6MZnT44,"[0.33109051839914044, 0.3305264571582057, 0.33063389739457427]",82-H6MZnT44,4,82-H6MZnT44,9,azJEx1URHsI,0.852405179,82-H6MZnT44,0.36276313,82-H6MZnT44,1068146.15,82-H6MZnT44,0.2,82-H6MZnT44,0.724062576,9Id_r6pNsus,1,82-H6MZnT44,18,82-H6MZnT44,0.319055068,82-H6MZnT44,0.367984619,82-H6MZnT44,"[0.3626372381144239, 0.3622677724057661, 0.3619987521264212]",82-H6MZnT44,0.4,82-H6MZnT44,"[0.33109051839914044, 0.3305264571582057, 0.33063389739457427]",82-H6MZnT44,4,82-H6MZnT44,9,DG6fhub9HDQ,A major,117,1,0,0,0,0,0,0,1,0
AZMSAzZ76EU,16,82kYQ7j7X2s,62,AZMSAzZ76EU,16,82kYQ7j7X2s,62,AZMSAzZ76EU,0.883585086,82kYQ7j7X2s,0.10642988,82kYQ7j7X2s,506799.6379,82kYQ7j7X2s,0.4,82kYQ7j7X2s,0.722856497,9iL8pGHgBjU,1,82kYQ7j7X2s,34,82kYQ7j7X2s,0.070929765,82kYQ7j7X2s,0.108269885,82kYQ7j7X2s,"[0.0, 0.0, 0.0]",82kYQ7j7X2s,0.6,82kYQ7j7X2s,"[0.0, 0.0, 0.0]",82kYQ7j7X2s,5,82kYQ7j7X2s,14,AZMSAzZ76EU,0.883585086,82kYQ7j7X2s,0.10642988,82kYQ7j7X2s,506799.6379,82kYQ7j7X2s,0.4,82kYQ7j7X2s,0.722856497,9iL8pGHgBjU,1,82kYQ7j7X2s,34,82kYQ7j7X2s,0.070929765,82kYQ7j7X2s,0.108269885,82kYQ7j7X2s,"[0.0, 0.0, 0.0]",82kYQ7j7X2s,0.6,82kYQ7j7X2s,"[0.0, 0.0, 0.0]",82kYQ7j7X2s,5,82kYQ7j7X2s,14,dGcIUitNlGQ,G# major,102,0,0,0,0,0,0,1,1,1
aZSzMIFZT7Q,96,82n1PX1hVEY,91,aZSzMIFZT7Q,96,82n1PX1hVEY,91,aZSzMIFZT7Q,0.6789539,82n1PX1hVEY,0.353232431,82n1PX1hVEY,1533140.878,82n1PX1hVEY,0.6,82n1PX1hVEY,0.723846125,9IZ4CN-CTCM,0,82n1PX1hVEY,25,82n1PX1hVEY,0.360925062,82n1PX1hVEY,0.377566593,82n1PX1hVEY,"[0.40407161608515985, 0.5112444432429838, 0.5097219669117642]",82n1PX1hVEY,0.8,82n1PX1hVEY,"[0.44328143021914646, 0.505997693194925, 0.5025951557093425]",82n1PX1hVEY,5,82n1PX1hVEY,6,aZSzMIFZT7Q,0.6789539,82n1PX1hVEY,0.353232431,82n1PX1hVEY,1533140.878,82n1PX1hVEY,0.6,82n1PX1hVEY,0.723846125,9IZ4CN-CTCM,0,82n1PX1hVEY,25,82n1PX1hVEY,0.360925062,82n1PX1hVEY,0.377566593,82n1PX1hVEY,"[0.40407161608515985, 0.5112444432429838, 0.5097219669117642]",82n1PX1hVEY,0.8,82n1PX1hVEY,"[0.44328143021914646, 0.505997693194925, 0.5025951557093425]",82n1PX1hVEY,5,82n1PX1hVEY,6,dhwKGg4mhiY,G major,100,0,0,0,0,0,0,1,1,0
b_L3jgr97FM,2,83_ceB0TsiY,110,b_L3jgr97FM,2,83_ceB0TsiY,110,b_L3jgr97FM,0.353359335,83_ceB0TsiY,0.304167225,83_ceB0TsiY,786835.2538,83_ceB0TsiY,0.8,83_ceB0TsiY,0.725791548,9l2FeI5GMg0,1,83_ceB0TsiY,7,83_ceB0TsiY,0.342208786,83_ceB0TsiY,0.340445127,83_ceB0TsiY,"[0.42662103386809275, 0.4280791740938799, 0.427228683897802]",83_ceB0TsiY,0.8,83_ceB0TsiY,"[0.4292762923351159, 0.42930481283422456, 0.42767914438502674]",83_ceB0TsiY,5,83_ceB0TsiY,6,b_L3jgr97FM,0.353359335,83_ceB0TsiY,0.304167225,83_ceB0TsiY,786835.2538,83_ceB0TsiY,0.8,83_ceB0TsiY,0.725791548,9l2FeI5GMg0,1,83_ceB0TsiY,7,83_ceB0TsiY,0.342208786,83_ceB0TsiY,0.340445127,83_ceB0TsiY,"[0.42662103386809275, 0.4280791740938799, 0.427228683897802]",83_ceB0TsiY,0.8,83_ceB0TsiY,"[0.4292762923351159, 0.42930481283422456, 0.42767914438502674]",83_ceB0TsiY,5,83_ceB0TsiY,6,dI-xHMM8wXE,A minor,100,1,0,0,0,0,0,0,0,0
b_u5C749aKQ,30,83nS4EGKU04,31,b_u5C749aKQ,30,83nS4EGKU04,31,b_u5C749aKQ,0.997180399,83nS4EGKU04,0.657310797,83nS4EGKU04,2981175.926,83nS4EGKU04,0.4,83nS4EGKU04,0.724692512,9Lw-2ZGvyLw,1,83nS4EGKU04,10,83nS4EGKU04,0.671303516,83nS4EGKU04,0.647054925,83nS4EGKU04,"[0.7998484145910617, 0.7950526077548135, 0.7904468071012187]",83nS4EGKU04,0.8,83nS4EGKU04,"[0.8378378378378378, 0.8334658187599364, 0.8288023317435081]",83nS4EGKU04,5,83nS4EGKU04,4,b_u5C749aKQ,0.997180399,83nS4EGKU04,0.657310797,83nS4EGKU04,2981175.926,83nS4EGKU04,0.4,83nS4EGKU04,0.724692512,9Lw-2ZGvyLw,1,83nS4EGKU04,10,83nS4EGKU04,0.671303516,83nS4EGKU04,0.647054925,83nS4EGKU04,"[0.7998484145910617, 0.7950526077548135, 0.7904468071012187]",83nS4EGKU04,0.8,83nS4EGKU04,"[0.8378378378378378, 0.8334658187599364, 0.8288023317435081]",83nS4EGKU04,5,83nS4EGKU04,4,Dip_ThFvjKI,A# major,163,1,0,0,0,0,0,0,1,1
b-CJNGx_Q0A,21,84lAxh2AfE8,16,b-CJNGx_Q0A,21,84lAxh2AfE8,16,b-CJNGx_Q0A,0.998195879,84lAxh2AfE8,0.485247411,84lAxh2AfE8,331088.3005,84lAxh2AfE8,0.8,84lAxh2AfE8,0.726957723,9MepHcKOYeU,1,84lAxh2AfE8,10,84lAxh2AfE8,0.624558336,84lAxh2AfE8,0.487616919,84lAxh2AfE8,"[0.868421052631579, 0.868421052631579, 0.868421052631579]",84lAxh2AfE8,0.4,84lAxh2AfE8,"[0.868421052631579, 0.868421052631579, 0.868421052631579]",84lAxh2AfE8,5,84lAxh2AfE8,12,b-CJNGx_Q0A,0.998195879,84lAxh2AfE8,0.485247411,84lAxh2AfE8,331088.3005,84lAxh2AfE8,0.8,84lAxh2AfE8,0.726957723,9MepHcKOYeU,1,84lAxh2AfE8,10,84lAxh2AfE8,0.624558336,84lAxh2AfE8,0.487616919,84lAxh2AfE8,"[0.868421052631579, 0.868421052631579, 0.868421052631579]",84lAxh2AfE8,0.4,84lAxh2AfE8,"[0.868421052631579, 0.868421052631579, 0.868421052631579]",84lAxh2AfE8,5,84lAxh2AfE8,12,dJaLU0w5Do4,A major,125,1,0,0,0,0,0,0,1,0
B-xG3D8OMQk,12,86IpU3g-S8Q,20,B-xG3D8OMQk,12,86IpU3g-S8Q,20,B-xG3D8OMQk,0.970950594,86IpU3g-S8Q,0.547624413,86IpU3g-S8Q,386994.2278,86IpU3g-S8Q,0.8,86IpU3g-S8Q,0.724649087,9Mj3mvkIyg8,1,86IpU3g-S8Q,8,86IpU3g-S8Q,0.535758142,86IpU3g-S8Q,0.581733255,86IpU3g-S8Q,"[0.5944680691721135, 0.594318287037037, 0.5932275326797387]",86IpU3g-S8Q,0.2,86IpU3g-S8Q,"[0.5438562091503268, 0.5417320261437909, 0.5379084967320261]",86IpU3g-S8Q,5,86IpU3g-S8Q,6,B-xG3D8OMQk,0.970950594,86IpU3g-S8Q,0.547624413,86IpU3g-S8Q,386994.2278,86IpU3g-S8Q,0.8,86IpU3g-S8Q,0.724649087,9Mj3mvkIyg8,1,86IpU3g-S8Q,8,86IpU3g-S8Q,0.535758142,86IpU3g-S8Q,0.581733255,86IpU3g-S8Q,"[0.5944680691721135, 0.594318287037037, 0.5932275326797387]",86IpU3g-S8Q,0.2,86IpU3g-S8Q,"[0.5438562091503268, 0.5417320261437909, 0.5379084967320261]",86IpU3g-S8Q,5,86IpU3g-S8Q,6,DJLDF6qZUX0,C major,120,0,0,1,0,0,0,0,1,0
B-XHdkCsc5U,2,8795zWhHjJs,87,B-XHdkCsc5U,2,8795zWhHjJs,87,B-XHdkCsc5U,0.15374218,8795zWhHjJs,0.212349201,8795zWhHjJs,1148438.318,8795zWhHjJs,0.6,8795zWhHjJs,0.72351467,9n0w7F5hGYM,1,8795zWhHjJs,1,8795zWhHjJs,0.155845199,8795zWhHjJs,0.208628824,8795zWhHjJs,"[0.0, 0.0, 0.0]",8795zWhHjJs,0.4,8795zWhHjJs,"[0.0, 0.0, 0.0]",8795zWhHjJs,5,8795zWhHjJs,14,B-XHdkCsc5U,0.15374218,8795zWhHjJs,0.212349201,8795zWhHjJs,1148438.318,8795zWhHjJs,0.6,8795zWhHjJs,0.72351467,9n0w7F5hGYM,1,8795zWhHjJs,1,8795zWhHjJs,0.155845199,8795zWhHjJs,0.208628824,8795zWhHjJs,"[0.0, 0.0, 0.0]",8795zWhHjJs,0.4,8795zWhHjJs,"[0.0, 0.0, 0.0]",8795zWhHjJs,5,8795zWhHjJs,14,dJy8MUESM3k,E major,185,0,0,0,0,1,0,0,1,0
B0raS3U4RK0,17,88KNf0MtU14,68,B0raS3U4RK0,17,88KNf0MtU14,68,B0raS3U4RK0,0.987137774,88KNf0MtU14,0.17200868,88KNf0MtU14,1397775.67,88KNf0MtU14,0.6,88KNf0MtU14,0.723881009,9qHdPhkSSNQ,1,88KNf0MtU14,21,88KNf0MtU14,0.131491686,88KNf0MtU14,0.210831343,88KNf0MtU14,"[0.0055619633474304825, 0.0055619633474304825, 0.0055619633474304825]",88KNf0MtU14,0.8,88KNf0MtU14,"[0.00530565167243368, 0.00530565167243368, 0.00530565167243368]",88KNf0MtU14,3,88KNf0MtU14,1,B0raS3U4RK0,0.987137774,88KNf0MtU14,0.17200868,88KNf0MtU14,1397775.67,88KNf0MtU14,0.6,88KNf0MtU14,0.723881009,9qHdPhkSSNQ,1,88KNf0MtU14,21,88KNf0MtU14,0.131491686,88KNf0MtU14,0.210831343,88KNf0MtU14,"[0.0055619633474304825, 0.0055619633474304825, 0.0055619633474304825]",88KNf0MtU14,0.8,88KNf0MtU14,"[0.00530565167243368, 0.00530565167243368, 0.00530565167243368]",88KNf0MtU14,3,88KNf0MtU14,1,DkJ2tyCzyiA,F major,139,0,0,0,0,0,1,0,1,0
